session,method,gender,emotion,n_annotators,agreement,path,audio_path,utterance_id,oracle_transcript
3,script,F,ang,3,2,Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M038.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M038.wav,Ses03F_script03_2_M038,Turn it off.
4,script,M,fru,3,3,Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M024.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M024.wav,Ses04M_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time after time."
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,Ses01M_impro04_F012,No.
3,script,M,fru,3,3,Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F037.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F037.wav,Ses03M_script03_2_F037,"Turn it on again, please."
3,impro,M,hap,4,2,Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F004.wav,Ses03M_impro03_F004,Are you serious [GARBAGE] man?
4,script,F,ang,3,3,Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F022.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F022.wav,Ses04F_script01_1_F022,I ignore what I got to ignore. The girl is Larry's girl.
3,impro,F,fru,4,3,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F014.wav,Ses03F_impro02_F014,Maybe we can still do that
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M021.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M021.wav,Ses01F_script01_1_M021,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time."
1,impro,M,hap,4,3,Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M032.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M032.wav,Ses01M_impro07_M032,I'm going to have a mustache...On the force...
1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M005.wav,Ses01M_script01_2_M005,"Okay, now listen, kids..."
1,script,M,hap,3,2,Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M040.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M040.wav,Ses01M_script03_1_M040,oh...
3,script,F,neu,3,2,Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F005.wav,Ses03F_script01_1_F005,"He cried hard, huh?"
3,impro,M,sad,4,2,Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F014.wav,Ses03M_impro06_F014,Yeah.
2,impro,F,fru,3,2,Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M003.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M003.wav,Ses02F_impro02_M003,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--"
2,script,F,neu,3,2,Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M003.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M003.wav,Ses02F_script02_2_M003,"Well, I'm not the only one.  Look at all these people."
3,script,M,neu,3,2,Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F030.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F030.wav,Ses03M_script01_1_F030,"Look, you never had seen many, many women.  You know?  I mean..."
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M037.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M037.wav,Ses02M_script03_2_M037,I'll do no such thing.
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav,Ses01F_script01_1_F015,"Well I got an idea, but what's your story?"
3,impro,M,sad,4,4,Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M027.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M027.wav,Ses03M_impro06_M027,What the...what am I doing?
3,impro,F,fru,4,2,Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_M019.wav,Ses03F_impro08_M019,"Fine, it's been a day.  Okay?"
3,script,F,sad,3,2,Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F038.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F038.wav,Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,Ses01F_impro04_M027,Yes.  One less car at a time.
3,impro,M,fru,4,2,Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F025.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F025.wav,Ses03M_impro05b_F025,We already have been confirmed that it will be arriving in--uh--in about two days.
3,impro,F,sad,4,3,Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_M009.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_M009.wav,Ses03F_impro06_M009,Trying to have a baby.
4,script,F,sad,3,2,Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F021.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F021.wav,Ses04F_script02_2_F021,right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.
2,script,M,ang,3,3,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M039.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M039.wav,Ses02M_script03_2_M039,Turn it off.
4,impro,F,hap,3,2,Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F014.wav,Ses04F_impro03_F014,"Okey Well- well-, you know what?  I was hoping that you would help"
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,Ses01F_script01_1_F029,"You haven't seen her since you went away to war, it's been five years."
3,impro,F,hap,4,2,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F005.wav,Ses03F_impro02_F005,oh.
3,impro,F,neu,4,4,Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F024.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F024.wav,Ses03F_impro08_F024,"Well, ten hours worth of minutes--"
1,impro,M,sad,4,4,Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M015.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M015.wav,Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...
2,impro,M,hap,4,4,Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F012.wav,Ses02M_impro03_F012,"Oh, my Gosh. that's so cute"
4,impro,F,ang,3,3,Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_M016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_M016.wav,Ses04F_impro08_M016,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.
4,script,F,neu,3,2,Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M020.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M020.wav,Ses04F_script02_2_M020,"It was in the car right.  Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that.  Right?"
3,script,M,fru,3,2,Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M015.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M015.wav,Ses03M_script02_2_M015,"What...I've been trying to, I've been trying to figure out the point where we went wrong and I can't seem to pinpoint that moment."
2,impro,F,sad,4,4,Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F004.wav,Ses02F_impro06_F004,I just don't want him to be gone.
3,impro,M,sad,4,3,Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M006.wav,Ses03M_impro02_M006,They said anywhere from two to three years.
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,Ses01F_script01_1_F023,"You're a considerate fellow, there's nothing wrong in that."
2,impro,F,fru,3,2,Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M007.wav,Ses02F_impro01_M007,"I know, it gets long, but I can't do anything without your--do you have Social Security card, maybe?"
4,script,M,ang,3,2,Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M034.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M034.wav,Ses04M_script03_2_M034,You must have had a riotous time.
3,impro,M,fru,4,2,Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_F011.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_F011.wav,Ses03M_impro02_F011,I don't care about the money.
4,impro,M,fru,3,3,Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M027.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M027.wav,Ses04M_impro05_M027,"But what I'm talk -- but I'm just,just- please let me--"
4,impro,F,fru,3,2,Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M008.wav,Ses04F_impro05_M008,you're getting very excited right now
1,script,M,hap,3,2,Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M004.wav,Ses01M_script02_1_M004,"Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?"
3,impro,F,fru,4,3,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_F008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_F008.wav,Ses03F_impro01_F008,I am not-
4,impro,M,ang,3,2,Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.wav,Ses04M_impro05_M018,"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times."
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F026.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F026.wav,Ses01M_impro05_F026,people wouldn't Fly our airline.
3,impro,M,sad,4,3,Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F010.wav,Ses03M_impro06_F010,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?
1,impro,F,hap,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M007.wav,Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo."
4,impro,M,neu,3,2,Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M001.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M001.wav,Ses04M_impro08_M001,Are you sure you didn't make them?
3,script,M,ang,3,2,Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M005.wav,Ses03M_script03_2_M005,You let him kiss you. You said so.  What of it?
2,script,M,neu,3,2,Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M005.wav,Ses02M_script01_2_M005,"Well, so what?"
4,script,M,sad,3,2,Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M025.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M025.wav,Ses04M_script01_3_M025,Well I lost them.
1,impro,M,sad,4,4,Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M009.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M009.wav,Ses01M_impro02_M009,"So yeah, we leave tomorrow..."
1,script,F,hap,3,2,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F002.wav,Ses01F_script03_2_F002,"Presents?  It was only a trivial, little brooch."
4,impro,F,sad,3,2,Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F006.wav,Ses04F_impro02_F006,Do you think I want to leave you?
4,script,F,ang,3,2,Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F010.wav,Ses04F_script02_2_F010,We never do.  Do we have we ever?
3,script,F,ang,3,2,Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F026.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F026.wav,Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.
4,script,F,neu,3,2,Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F000.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F000.wav,Ses04F_script02_1_F000,Fine.
2,impro,F,sad,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,Ses02F_impro04_F016,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning."
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav,Ses01F_script03_2_F036,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully."
4,script,M,fru,3,3,Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M017.wav,Ses04M_script02_2_M017,"Uh,okay.  So I'm putting on my jacket; putting out the animals;"
3,impro,F,fru,4,3,Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F008.wav,Ses03F_impro04_F008,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job."
2,impro,M,fru,4,3,Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F004.wav,Ses02M_impro08_F004,"like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to."
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F003.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F003.wav,Ses01M_impro05_F003,Georgia?
1,script,F,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav,Ses01F_script02_1_M035,"Look there, see?  What's that?  No, that's - that's just seaweed."
4,impro,F,hap,3,2,Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M042.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M042.wav,Ses04F_impro03_M042,"has just rushed to my head, and I, and I mean honestly."
4,impro,F,neu,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M067.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M067.wav,Ses04F_impro07_M067,But that'll fit you  because you're a dork.
2,script,F,sad,3,2,Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F004.wav,Ses02F_script01_1_F004,Did you talk to him?
2,script,M,neu,3,2,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_F002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_F002.wav,Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.
4,script,M,fru,3,2,Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M023.wav,Ses04M_script01_1_M023,She's not Larry's girl.
4,impro,M,neu,3,3,Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M019.wav,Ses04M_impro08_M019,"Yeah.  That's fine.  I just -- that's fine. Yeah, I mean, it doesn't make any difference to me.  I mean, it's not like it's going to cost my job or anything."
3,script,F,ang,3,2,Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M007.wav,Ses03F_script03_2_M007,What about me?
4,impro,F,ang,3,3,Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F017.wav,Ses04F_impro05_F017,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this."
1,impro,F,hap,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M019.wav,Ses01F_impro07_M019,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.
2,script,M,ang,3,2,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M031.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M031.wav,Ses02M_script03_2_M031,"We can get a good little debate going about that, don't you think? Intemperate tots."
1,impro,M,fru,4,4,Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F006.wav,Ses01M_impro02_F006,[BREATHING]
1,impro,F,sad,4,4,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,Ses01F_impro02_F014,"Maybe you can send it to me, like stream it, yeah?"
4,impro,F,neu,3,2,Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_M004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_M004.wav,Ses04F_impro06_M004,"Well I mean, you know, I mean it was I mean with that kind of condition,"
4,script,M,hap,3,2,Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F006.wav,Ses04M_script03_2_F006,Not at all.  It was very pretty.  I still have it and I wear it often.
3,impro,M,ang,4,2,Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M022.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M022.wav,Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.
